episode,total_reward,loss,ndcg@5,slate_mrr,click_rate,epsilon
0,392.484825193882,0.0,0.3199999928474426,0.3199999928474426,1.0,0.1992313712835312
1,342.48908495903015,0.0,0.2800000011920929,0.19499999284744263,1.0,0.19846569001674652
2,1043.6165536642075,0.1267066100741377,0.019999999552965164,0.019999999552965164,1.0,0.19770294427871704
3,2473.1701831817627,0.21184359937906266,0.0,0.0,0.9,0.19694313406944275
4,2374.78719997406,0.30253116142004727,0.0,0.0,1.0,0.19618622958660126
5,2391.8832201957703,0.3403905588015914,0.0,0.0,1.0,0.19543223083019257
6,2522.2020611763,0.3745651172846556,0.0,0.0,1.0,0.19468121230602264
7,2414.2535672187805,0.39874492704868314,0.0,0.004000000189989805,1.0,0.19393308460712433
8,2605.537709236145,0.42872331634163857,0.0,0.0,1.0,0.19318783283233643
9,1256.7646503448486,0.4135346034169197,0.0,0.0,0.9,0.19244544208049774
10,2365.5680015087128,0.4016157276928425,0.0,0.14000000059604645,1.0,0.19170589745044708
11,2502.500870704651,0.4166270259022713,0.0,0.14000000059604645,1.0,0.19096919894218445
12,2355.0382425785065,0.42121075458824636,0.0,0.0,1.0,0.19023533165454865
13,2110.750466823578,0.43889927975833415,0.0,0.0,0.9,0.18950428068637848
14,2228.532371520996,0.40360477931797506,0.0,0.019999999552965164,0.9,0.18877603113651276
15,2824.513280391693,0.4360806203633547,0.0,0.0,1.0,0.18805056810379028
16,2420.0539648532867,0.43213925659656527,0.0,0.0,0.9,0.18732787668704987
17,2428.799148797989,0.44689979501068594,0.0,0.0,1.0,0.1866079419851303
18,2222.7756633758545,0.4460250573605299,0.0,0.0,1.0,0.18589076399803162
19,2457.9057433605194,0.43781016126275063,0.0,0.0,1.0,0.1851763129234314
20,1661.372172832489,0.4420483876019716,0.0,0.0,1.0,0.18446458876132965
21,2094.4667599201202,0.42929822281003,0.0,0.0,1.0,0.18375557661056519
22,1588.9615404605865,0.4257166735827923,0.0,0.0,1.0,0.1830492615699768
23,2328.8511567115784,0.42363044500350955,0.0,0.0,1.0,0.1823459267616272
24,1878.7615077495575,0.42536933928728105,0.0,0.0,1.0,0.1816452592611313
25,2165.288806438446,0.41767461530864236,0.0,0.0,1.0,0.18094725906848907
26,2318.7060413360596,0.415859991684556,0.0,0.0,1.0,0.18025191128253937
27,1711.2115347385406,0.403267555013299,0.0,0.0,1.0,0.17955921590328217
28,2523.3539204597473,0.4102656063437462,0.0,0.0,0.9,0.17886914312839508
29,1834.099364042282,0.40813024826347827,0.0,0.0,1.0,0.17818167805671692
30,2413.3764474391937,0.4137340655177832,0.14000000059604645,0.14000000059604645,1.0,0.1774968057870865
31,1667.0251162052155,0.40455546125769615,0.0,0.0,0.9,0.1768145114183426
32,1823.805459022522,0.39947281911969185,0.0,0.0,0.9,0.17613501846790314
33,1734.8360662460327,0.40680771693587303,0.0,0.11999999731779099,1.0,0.17545826733112335
34,2360.708038330078,0.42150384321808815,0.0,0.002222222276031971,1.0,0.1747840791940689
35,2387.9656734466553,0.3999420563131571,0.0,0.0,0.9,0.17411242425441742
36,1943.8445386886597,0.3992040277272463,0.0,0.0,0.9,0.1734432876110077
37,1960.574767589569,0.3938600745797157,0.0,0.0,1.0,0.17277665436267853
38,1878.7796568870544,0.3941030376404524,0.0,0.0,1.0,0.17211250960826874
39,1605.8687319755554,0.38698698885738847,0.0,0.0,0.9,0.1714508980512619
40,2546.2456398010254,0.4004277190566063,0.0,0.0,1.0,0.17079220712184906
41,2065.7069685459137,0.39448961049318315,0.0,0.0,1.0,0.1701359748840332
42,3056.497133731842,0.4006752374768257,0.0,0.0,0.8,0.16948218643665314
43,2071.2454648017883,0.40103937208652496,0.0,0.0,1.0,0.16883082687854767
44,2736.654049396515,0.3997326608002186,0.0,0.14000000059604645,1.0,0.1681818813085556
45,2128.1846504211426,0.39571455128490923,0.0,0.0,1.0,0.16753531992435455
46,2362.204494714737,0.3971954943239689,0.0,0.0,1.0,0.16689158976078033
47,2433.5951664447784,0.4007548351585865,0.0,0.0,1.0,0.16625039279460907
48,2693.357766151428,0.39952459938824175,0.0,0.0,1.0,0.16561155021190643
49,1899.0575354099274,0.4135781854391098,0.0,0.0,1.0,0.16497504711151123
50,2326.941339492798,0.4110779121518135,0.019999999552965164,0.029999999329447746,0.9,0.16434088349342346
51,2361.3544158935547,0.41417244024574756,0.0,0.0,1.0,0.16370907425880432
52,2180.3416142463684,0.40676095604896545,0.0,0.0,1.0,0.16308020055294037
53,2381.856221675873,0.41634683571755887,0.0,0.0,1.0,0.16245360672473907
54,2699.0158281326294,0.4060490956902504,0.0,0.0,1.0,0.16182929277420044
55,2240.9503467082977,0.40473624035716055,0.0,0.0,1.0,0.16120722889900208
