episode,total_reward,loss,ndcg@5,slate_mrr,click_rate
0,1168.9378917217255,0.1764389401021069,0.0,0.0,1.0
1,3249.6740247011185,0.12047338749282062,0.0,0.0,1.0
2,2229.521562576294,0.08229069548193366,0.0,0.0,1.0
3,2217.883613586426,0.07938926555216312,0.0,0.0,1.0
4,1918.4761221408844,0.06823660492431373,0.0,0.0,1.0
5,2516.089852333069,0.07323539587203413,0.0,0.0,1.0
6,2326.783321619034,0.08070477050263435,0.0,0.0,1.0
7,1812.8974211215973,0.0713295963825658,0.0,0.0,1.0
8,1852.4503319263458,0.06278844726621173,0.0,0.0,1.0
9,3089.676281929016,0.0796050807298161,0.0,0.0,1.0
10,2176.204267024994,0.07207273123087361,0.0,0.0,1.0
11,2360.92448925972,0.07304292444139719,0.0,0.0,1.0
12,1993.287462234497,0.07624933154787868,0.0,0.0,1.0
13,3016.8850903511047,0.10072034523589536,0.0,0.0,1.0
14,2674.6361899375916,0.09558688544435427,0.0,0.0,1.0
15,1773.0876801013947,0.08938203140627593,0.0,0.0,1.0
16,3520.7299427986145,0.09289856861811131,0.0,0.0,1.0
17,1941.3150942325592,0.0849009851156734,0.0,0.0,1.0
