episode,total_reward,loss,ndcg@5,slate_mrr,click_rate,epsilon
0,1100.8578981757164,0.031879223456295826,0.0,0.0,1.0,0.1992313712835312
1,1478.0682566165924,0.020480616106651722,0.0,0.019999999552965164,1.0,0.19846569001674652
2,1546.3381419181824,0.012178795589134097,0.019999999552965164,0.019999999552965164,1.0,0.19770294427871704
3,2469.860609292984,0.015199006339535116,0.0,0.0,0.9,0.19694313406944275
4,2248.5446791648865,0.015921589646022766,0.0,0.0,1.0,0.19618622958660126
5,1265.2830204367638,0.012780469356803223,0.0,0.0,1.0,0.19543223083019257
6,2473.400274515152,0.009760766634717583,0.0,0.0,1.0,0.19468121230602264
7,2356.45166516304,0.009528277949430048,0.0,0.0,1.0,0.19393308460712433
8,2610.0309343338013,0.012307280404493214,0.0,0.0,1.0,0.19318783283233643
9,1227.1170558929443,0.010063131593051366,0.0,0.0,0.9,0.19244544208049774
10,2371.3763909339905,0.008615242845844478,0.0,0.05999999865889549,1.0,0.19170589745044708
11,2532.180395126343,0.016023721423698588,0.0,0.12999999523162842,1.0,0.19096919894218445
12,2215.274654865265,0.014582214601105078,0.0,0.0,1.0,0.19023533165454865
13,2049.2683956623077,0.010955626961076633,0.0,0.0,0.9,0.18950428068637848
14,2251.1740097999573,0.007771638485137373,0.0,0.019999999552965164,1.0,0.18877603113651276
15,2780.9276471138,0.009747516050119885,0.0,0.0,1.0,0.18805056810379028
16,2419.6350672245026,0.012488063971977681,0.0,0.0,0.9,0.18732787668704987
17,2370.6308884620667,0.016503877877257763,0.0,0.0,1.0,0.1866079419851303
18,2113.6233932971954,0.011793723292066715,0.0,0.0,1.0,0.18589076399803162
19,2429.7152185440063,0.010940284302923828,0.0,0.0,1.0,0.1851763129234314
20,2520.653745651245,0.008694178237217583,0.0,0.0,1.0,0.18446458876132965
21,2119.038556098938,0.014590933789731935,0.0,0.0,1.0,0.18375557661056519
22,2128.8789935112,0.01256405323802028,0.0,0.0,1.0,0.1830492615699768
23,2120.72731256485,0.01229275346500799,0.0,0.14000000059604645,1.0,0.1823459267616272
24,2519.244990348816,0.00897826524451375,0.0,0.0,1.0,0.1816452592611313
25,2151.652539730072,0.011176266898983158,0.0,0.11999999731779099,1.0,0.18094725906848907
26,2460.8250827789307,0.008704051580280066,0.0,0.0,1.0,0.18025191128253937
27,1802.2724378108978,0.010473006037063897,0.0,0.0,1.0,0.17955921590328217
28,1898.606366634369,0.008144878982857335,0.0,0.0,0.8,0.17886914312839508
29,2374.789951324463,0.007959145495551639,0.0,0.0,1.0,0.17818167805671692
30,2325.035747528076,0.00976226805942133,0.0,0.0,1.0,0.1774968057870865
31,2271.8728289604187,0.00991798703907989,0.0,0.0,1.0,0.1768145114183426
32,1874.0257170200348,0.00889873630949296,0.0,0.10000000149011612,1.0,0.17613501846790314
33,2038.4977431297302,0.009836966870934702,0.0,0.0,0.9,0.17545826733112335
34,1597.1038720607758,0.007156841917312704,0.0,0.0,1.0,0.1747840791940689
35,2690.8705949783325,0.014216270645847543,0.0,0.0,1.0,0.17411242425441742
36,1637.0627286434174,0.01222744471160695,0.0,0.0,1.0,0.1734432876110077
37,1742.1921601295471,0.010034072033013217,0.0,0.0,1.0,0.17277665436267853
38,1719.5785222053528,0.00936869732744526,0.0,0.0,1.0,0.17211250960826874
39,2590.1674180030823,0.008536628625588492,0.0,0.019999999552965164,1.0,0.1714508980512619
40,1796.9960572719574,0.009435081563424319,0.0,0.0,1.0,0.17079220712184906
41,1625.6354722976685,0.009107342725619673,0.0,0.0,1.0,0.1701359748840332
42,1945.321072101593,0.010774965276941656,0.0,0.0,0.9,0.16948218643665314
43,1703.6610214710236,0.01177245971513912,0.0,0.0,0.9,0.16883082687854767
44,2199.5737233161926,0.010190603157388978,0.0,0.0,1.0,0.1681818813085556
45,2270.1835951805115,0.011331792710116133,0.0,0.0,0.9,0.16753531992435455
