episode,total_reward,loss,ndcg@5,slate_mrr,click_rate,epsilon
0,1772.1877524852753,0.2959654548127825,0.0,0.0,1.0,0.1992313712835312
1,1710.3972808122635,0.06907307887449861,0.0,0.019999999552965164,1.0,0.19846569001674652
2,1693.5412728786469,0.028642617715522647,0.019999999552965164,0.019999999552965164,0.9,0.19770294427871704
3,1760.5442774295807,0.01697754391236231,0.0,0.0,1.0,0.19694313406944275
4,1890.0896217823029,0.013433876468334348,0.0,0.0,1.0,0.19618622958660126
5,2267.63072681427,0.016687733420403673,0.0,0.0,1.0,0.19543223083019257
6,1128.6561957597733,0.012992801606887951,0.0,0.0,1.0,0.19468121230602264
7,2367.7186431884766,0.011023817984387278,0.0,0.0,0.9,0.19393308460712433
8,1843.444197177887,0.015893253039103,0.0,0.0,1.0,0.19318783283233643
9,2037.611897468567,0.009995165666332469,0.0,0.0,0.9,0.19244544208049774
10,3098.620427131653,0.014836572813801468,0.0,0.019999999552965164,1.0,0.19170589745044708
11,1758.8961091041565,0.017159250711556523,0.0,0.0,1.0,0.19096919894218445
12,1629.1858750581741,0.0124769670329988,0.20000000298023224,0.20000000298023224,1.0,0.19023533165454865
13,2457.2048416137695,0.010374874691478908,0.0,0.0,1.0,0.18950428068637848
14,1826.6174292564392,0.011708663033787162,0.0,0.019999999552965164,0.9,0.18877603113651276
15,2177.1860904693604,0.010660550978500397,0.0,0.0,0.9,0.18805056810379028
16,2690.489621400833,0.013235064966138452,0.0,0.0,1.0,0.18732787668704987
17,2243.8519608974457,0.019515044207219036,0.0,0.0,1.0,0.1866079419851303
18,2366.7895469665527,0.013044321275083348,0.0,0.0,1.0,0.18589076399803162
19,2608.8235445022583,0.018442581391427668,0.0,0.019999999552965164,1.0,0.1851763129234314
20,2537.0022959709167,0.01890564205435415,0.0,0.0,1.0,0.18446458876132965
21,3362.1983346939087,0.02061418298399076,0.0,0.0,1.0,0.18375557661056519
22,2079.0837149620056,0.017105187638662755,0.0,0.0,1.0,0.1830492615699768
23,2077.0421080589294,0.012226999462582171,0.0,0.0,1.0,0.1823459267616272
24,2217.591447353363,0.014013791863108053,0.0,0.0,1.0,0.1816452592611313
25,1958.1085970401764,0.016952881962060927,0.019999999552965164,0.009999999776482582,1.0,0.18094725906848907
26,2310.350724697113,0.013886785046197473,0.0,0.0,0.9,0.18025191128253937
27,2068.355134010315,0.015681740690488367,0.0,0.0,1.0,0.17955921590328217
28,1844.9478600025177,0.011543692942941561,0.0,0.0,0.8,0.17886914312839508
29,2093.033247232437,0.012050394138786941,0.0,0.0,0.9,0.17818167805671692
30,3088.5600352287292,0.01621377236675471,0.0,0.0,0.8,0.1774968057870865
31,2375.2392015457153,0.020337929734960198,0.0,0.0,0.9,0.1768145114183426
32,1861.6683175563812,0.014035343469586223,0.0,0.0,1.0,0.17613501846790314
33,2154.1103899478912,0.008796660521766171,0.0,0.0,1.0,0.17545826733112335
34,2623.957239151001,0.011991265933029354,0.0,0.0,1.0,0.1747840791940689
35,2733.071647644043,0.017251860599499194,0.0,0.0,0.9,0.17411242425441742
36,2503.797995567322,0.015063005648553372,0.0,0.0,1.0,0.1734432876110077
37,2607.969457626343,0.015107474606484175,0.0,0.0,1.0,0.17277665436267853
38,2654.8291096687317,0.014890863990876824,0.0,0.0,0.9,0.17211250960826874
39,2095.9246118068695,0.014315730093512684,0.0,0.019999999552965164,0.9,0.1714508980512619
40,1783.5265173912048,0.014294861877311228,0.0,0.0,1.0,0.17079220712184906
41,1653.3410534858704,0.010476230919593946,0.0,0.0,1.0,0.1701359748840332
42,1921.0460212230682,0.009830707616638392,0.0,0.0,1.0,0.16948218643665314
43,1733.96006411314,0.01094832383445464,0.0,0.0,0.9,0.16883082687854767
44,2154.8415336608887,0.00867021484998986,0.0,0.0,1.0,0.1681818813085556
45,2314.875602722168,0.014604147878708318,0.0,0.0,0.9,0.16753531992435455
46,2777.0964193344116,0.013486439380794763,0.0,0.0,0.9,0.16689158976078033
47,2016.8655314445496,0.014222176724579184,0.0,0.019999999552965164,1.0,0.16625039279460907
48,1837.626342535019,0.0133380215219222,0.0,0.0,1.0,0.16561155021190643
49,2633.3283257484436,0.014330057401675731,0.0,0.0,0.9,0.16497504711151123
50,2332.44957780838,0.014248139859410003,0.0,0.0,1.0,0.16434088349342346
51,2307.381669521332,0.012727103151846678,0.0,0.0,0.9,0.16370907425880432
52,1964.879879951477,0.013758737384341658,0.0,0.0,1.0,0.16308020055294037
53,2387.682383298874,0.011043775884900242,0.0,0.0,0.9,0.16245360672473907
54,2834.005661010742,0.01851288672420196,0.0,0.0,1.0,0.16182929277420044
55,1891.0566263198853,0.014740067496895791,0.0,0.0,0.9,0.16120722889900208
56,2700.6299991607666,0.010583045040257276,0.0,0.0,1.0,0.16058741509914398
57,1653.0539321899414,0.014163941503502428,0.0,0.0,0.9,0.1599705070257187
58,2549.8546974658966,0.01206562808016315,0.0,0.0,1.0,0.15935589373111725
59,2085.377495765686,0.01354020825587213,0.0,0.0,1.0,0.1587434858083725
60,2509.2508087158203,0.02004748545651738,0.0,0.0,1.0,0.15813325345516205
61,2326.761945962906,0.013564177284715697,0.0,0.0,1.0,0.15752528607845306
62,2003.7530138492584,0.011872795871458947,0.0,0.0,1.0,0.15692020952701569
63,2302.648230075836,0.011447655279189348,0.0,0.0,1.0,0.15631727874279022
64,2286.610068798065,0.012504625191213562,0.0,0.0,0.9,0.15571647882461548
65,2044.2576954364777,0.01270982562797144,0.0,0.0,1.0,0.15511777997016907
66,1777.7874145507812,0.009023470464162528,0.0,0.019999999552965164,1.0,0.15452173352241516
67,2192.0912721157074,0.009806936809327453,0.0,0.0,1.0,0.15392811596393585
68,2261.287016391754,0.01130701441783458,0.0,0.0,1.0,0.1533365696668625
69,2269.3847012519836,0.011049724754411728,0.0,0.0,1.0,0.15274706482887268
70,2717.690975189209,0.011677671552170067,0.0,0.0,1.0,0.15215995907783508
71,2684.3769171237946,0.013003524750238284,0.0,0.0,0.9,0.1515754759311676
72,1920.884332537651,0.013662837056908756,0.0,0.0,1.0,0.1509930044412613
73,1802.0028398036957,0.010668661054223776,0.0,0.0,1.0,0.15041251480579376
74,2259.8345518112183,0.00860954453004524,0.0,0.0,0.9,0.14983434975147247
75,2639.155643939972,0.010919136481825263,0.0,0.0,1.0,0.1492588073015213
76,2355.4020223617554,0.014370814100839197,0.0,0.0,1.0,0.14868521690368652
77,2235.9528517723083,0.011140307429013774,0.0,0.0,1.0,0.14811356365680695
78,2863.8668508529663,0.012800144779030234,0.0,0.0,1.0,0.14754433929920197
79,2487.740549325943,0.016423677692655472,0.019999999552965164,0.009999999776482582,0.9,0.14697757363319397
80,2059.358222961426,0.007363169230908777,0.0,0.0,1.0,0.1464127004146576
81,2423.965087413788,0.0110946673899889,0.0,0.0,1.0,0.14584968984127045
82,2507.0574679374695,0.01326554287574254,0.0,0.0,1.0,0.14528940618038177
83,2019.35737991333,0.010993370427750051,0.20000000298023224,0.2800000011920929,1.0,0.14473120868206024
84,2048.168275117874,0.01162975538522005,0.0,0.0,1.0,0.14417484402656555
