episode,total_reward,loss,ndcg@5,slate_mrr,click_rate,epsilon
0,1872.2643945217133,0.0,0.0,0.0,1.0,0.1992313712835312
1,434.8963841497898,0.0,0.0,0.019999999552965164,1.0,0.19846569001674652
2,484.9958964586258,0.0509709320907103,0.019999999552965164,0.004000000189989805,0.9,0.19770294427871704
3,157.50664260983467,0.01466447209008038,0.0,0.0,0.7,0.19694313406944275
4,615.8696438074112,0.009158390403608791,0.0,0.0,0.8,0.19618622958660126
5,569.4966657757759,0.00908868694503326,0.0,0.0,0.8,0.19543223083019257
6,687.5839914679527,0.009480248670442962,0.0,0.0,0.8,0.19468121230602264
7,635.9132997989655,0.009033739291480743,0.0,0.0,0.8,0.19393308460712433
8,191.4348365366459,0.006854923258069903,0.0,0.0,0.6,0.19318783283233643
9,389.16102051734924,0.007304796425160021,0.0,0.0533333346247673,0.5,0.19244544208049774
10,676.7959245443344,0.0075879442208679395,0.0,0.019999999552965164,1.0,0.19170589745044708
