episode,total_reward,loss,ndcg@5,slate_mrr,click_rate
0,1155.2316364645958,0.09424974442097461,0.0,0.0,1.0
1,899.1220244467258,0.076190928616561,0.0,0.019999999552965164,0.9
2,-156.27132895588875,0.04349208222120069,0.019999999552965164,0.004999999888241291,0.9
3,746.8458912670612,0.0230647416881402,0.0,0.0,0.8
4,344.0674070119858,0.016720833655563185,0.0,0.0,1.0
5,784.2504207491875,0.009409480117319617,0.0,0.0,0.9
6,-44.848813593387604,0.013222517525719013,0.0,0.0,0.7
7,178.7573343217373,0.005231753850530367,0.0,0.0,0.8
8,689.5426616966724,0.007175433522788808,0.0,0.0,0.7
9,556.3419425487518,0.008745796481962316,0.0,0.019999999552965164,0.8
10,506.685191065073,0.00873932548216544,0.0,0.019999999552965164,1.0
