episode,total_reward,loss,ndcg@5,slate_mrr,click_rate
0,587.6922397017479,0.22026480780276533,0.0,0.0,1.0
1,1910.429869800806,0.15956515290541573,0.0,0.0,1.0
2,2483.5035490989685,0.09104011114803143,0.0,0.0,1.0
3,2772.610941886902,0.0864110492740292,0.0,0.0,1.0
4,3297.8371057510376,0.08240144012728706,0.0,0.0,1.0
5,3040.622531890869,0.09384558841818944,0.0,0.0,1.0
