episode,total_reward,loss,ndcg@5,slate_mrr,click_rate
0,2399.003023147583,0.0,0.0,0.20000000298023224,1.0
1,681.8633795082569,0.0,0.0,0.0,0.8
2,2033.915668964386,0.008250264983421357,0.0,0.0,1.0
3,2008.2925317287445,0.0054954282328253615,0.0,0.0,1.0
4,2297.9703826904297,0.00484296418610029,0.0,0.0,1.0
5,2241.1205925941467,0.004901310438872315,0.0,0.0,1.0
6,2775.5899930000305,0.005529506369493902,0.0,0.0,1.0
7,2356.3349266052246,0.005476301016751677,0.0,0.0,1.0
8,2277.2020711898804,0.0055401819385588165,0.0,0.0,1.0
9,2008.4866585731506,0.0053726349608041344,0.0,0.0,1.0
10,2361.265517950058,0.00551677085342817,0.0,0.0,1.0
11,2959.900161743164,0.005469199819490313,0.0,0.0,1.0
12,2138.827027797699,0.005380751329939812,0.0,0.0,1.0
13,2663.8167781829834,0.00543074992718175,0.0,0.0,1.0
14,2817.6974935531616,0.005387642764253542,0.0,0.0,1.0
15,2934.0403871536255,0.005387579307425767,0.0,0.0,1.0
16,1941.573439359665,0.005716419605305418,0.0,0.0,1.0
17,2361.6224069595337,0.00566075821290724,0.0,0.0,1.0
