episode,total_reward,loss,ndcg@5,slate_mrr,click_rate,epsilon
0,46.94216051697731,0.0,0.20000000298023224,0.23333331942558289,0.9,0.1992313712835312
1,-63.37355253100395,0.0,0.11999999731779099,0.11999999731779099,0.8,0.19846569001674652
2,-652.6643915176392,0.06672310338604569,0.0,0.0,0.1,0.19770294427871704
3,-1004.3943583965302,0.08096408733166754,0.0,0.0,0.1,0.19694313406944275
4,-1010.4709483981133,0.08305795075371862,0.0,0.0,0.2,0.19618622958660126
5,-996.9701420664787,0.08449941202998161,0.0,0.0,0.1,0.19543223083019257
6,-970.518259420991,0.08081564584746957,0.019999999552965164,0.03999999910593033,0.3,0.19468121230602264
7,-1056.269191801548,0.07941357458010316,0.0,0.0,0.4,0.19393308460712433
8,-1051.9479572623968,0.07551879800856114,0.0,0.0,0.2,0.19318783283233643
9,-1047.379522651434,0.07857946239411831,0.0,0.0,0.3,0.19244544208049774
10,-1008.8857637643814,0.0779206328652799,0.0,0.0,0.1,0.19170589745044708
11,-1027.048979997635,0.07393440494313835,0.0,0.0,0.2,0.19096919894218445
12,-1079.5653016865253,0.07272164406254887,0.0,0.0,0.1,0.19023533165454865
13,-1030.5967540740967,0.07246642025187612,0.0,0.0,0.2,0.18950428068637848
14,-953.8263293355703,0.07086092125624419,0.0,0.0,0.1,0.18877603113651276
15,-1039.5137685537338,0.06876550022512674,0.0,0.0,0.0,0.18805056810379028
16,-1111.2353716157377,0.06621170651167631,0.0,0.0,0.1,0.18732787668704987
17,-1064.1492769122124,0.06699130875989795,0.0,0.1599999964237213,0.1,0.1866079419851303
18,-1000.1781927198172,0.06733723629266024,0.0,0.0,0.2,0.18589076399803162
19,-1081.6299492120743,0.06541456943377852,0.0,0.0,0.3,0.1851763129234314
20,-991.3415398597717,0.06682041690684855,0.0,0.0,0.0,0.18446458876132965
21,-1069.5781172811985,0.06381792483851313,0.0,0.0,0.2,0.18375557661056519
22,-1113.0641283988953,0.0622407356556505,0.0,0.0,0.0,0.1830492615699768
23,-970.5683820843697,0.0630856024287641,0.0,0.0,0.3,0.1823459267616272
24,-1020.5688529461622,0.06334360184147954,0.0,0.03999999910593033,0.3,0.1816452592611313
25,-1075.5582860559225,0.0646450265776366,0.0,0.0,0.3,0.18094725906848907
26,-1054.683119803667,0.060263581033796074,0.0,0.0,0.3,0.18025191128253937
27,-1011.4298025369644,0.060362897065356,0.0,0.0,0.1,0.17955921590328217
28,-1034.2807809710503,0.06072010557167232,0.0,0.14000000059604645,0.3,0.17886914312839508
29,-1021.7410115003586,0.06329842701554299,0.0,0.0,0.0,0.17818167805671692
30,-1018.2245661616325,0.061755315735936164,0.0,0.0,0.1,0.1774968057870865
31,-1053.2167626991868,0.05963728556265468,0.0,0.0,0.1,0.1768145114183426
32,-1051.6832947731018,0.05971430509351194,0.0,0.006666666828095913,0.2,0.17613501846790314
33,-1016.6312850266695,0.06113758673891425,0.0,0.0,0.3,0.17545826733112335
34,-1010.7979298830032,0.05898542268201709,0.0,0.019999999552965164,0.2,0.1747840791940689
35,-1081.6385172307491,0.05942482423968613,0.0,0.0,0.1,0.17411242425441742
36,-1011.709542773664,0.06038147257640958,0.0,0.0,0.2,0.1734432876110077
37,-1069.7378062605858,0.061330391699448226,0.0,0.0,0.2,0.17277665436267853
38,-1002.4330556094646,0.057659582048654553,0.0,0.0,0.2,0.17211250960826874
39,-1039.0843102484941,0.05892816666513681,0.0,0.07999999821186066,0.2,0.1714508980512619
40,-1083.1511696726084,0.057218360090628265,0.0,0.0,0.3,0.17079220712184906
41,-1057.6565257906914,0.059147331537678836,0.0,0.0,0.1,0.1701359748840332
42,-1154.4110106900334,0.05793234370648861,0.0,0.0,0.2,0.16948218643665314
43,-1076.4622414708138,0.05761005874723196,0.0,0.0,0.1,0.16883082687854767
44,-1051.242759808898,0.05551805560477078,0.0,0.0,0.0,0.1681818813085556
45,-1057.8948220610619,0.05864209315660346,0.0,0.0,0.1,0.16753531992435455
46,-1042.076212465763,0.05586842614226043,0.0,0.0,0.1,0.16689158976078033
47,-1095.8971111178398,0.056556723359972236,0.0,0.0024999999441206455,0.2,0.16625039279460907
48,-1137.9315628036857,0.055173661708831784,0.0,0.0,0.3,0.16561155021190643
49,-1100.5205895900726,0.05765578294172883,0.0,0.0,0.0,0.16497504711151123
50,-1101.7794574350119,0.05373392449691892,0.0,0.0,0.2,0.16434088349342346
51,-1164.7207134962082,0.052242541914212855,0.0,0.0,0.0,0.16370907425880432
52,-1091.3466620445251,0.05056682699337329,0.0,0.0,0.5,0.16308020055294037
53,-1130.6313768327236,0.051048622724466176,0.0,0.0,0.2,0.16245360672473907
