episode,total_reward,loss,ndcg@5,slate_mrr,click_rate,epsilon
0,1773.5390086174011,0.0,0.0,0.0,1.0,0.1992313712835312
1,1431.6841395497322,0.0,0.0,0.019999999552965164,1.0,0.19846569001674652
2,1660.054118335247,0.09689497789091403,0.019999999552965164,0.019999999552965164,1.0,0.19770294427871704
3,2014.7933242321014,0.09057094108313322,0.0,0.0,1.0,0.19694313406944275
4,1774.3687436580658,0.09298682927154005,0.0,0.0,1.0,0.19618622958660126
5,2689.800624847412,0.08592121466062963,0.0,0.0,0.9,0.19543223083019257
6,1869.968035697937,0.0863454812951386,0.0,0.0,1.0,0.19468121230602264
7,2142.620802640915,0.08291751393117011,0.0,0.0,0.9,0.19393308460712433
8,1601.8466371297836,0.0838192921411246,0.0,0.0,1.0,0.19318783283233643
9,2226.629354953766,0.08606946979649364,0.0,0.0,1.0,0.19244544208049774
10,2476.556363105774,0.0854167517181486,0.0,0.019999999552965164,1.0,0.19170589745044708
11,1897.9050288200378,0.08804075170308351,0.0,0.0,1.0,0.19096919894218445
12,2162.238704919815,0.08604954849928617,0.0,0.0,1.0,0.19023533165454865
13,2040.7895774841309,0.08421475153416395,0.0,0.0,0.9,0.18950428068637848
14,2554.459969997406,0.08536720058880747,0.0,0.019999999552965164,0.9,0.18877603113651276
15,2030.9813287258148,0.0870601453538984,0.0,0.1599999964237213,1.0,0.18805056810379028
16,1940.106538772583,0.08621328240260481,0.0,0.0,0.9,0.18732787668704987
17,2491.556655406952,0.08498726920224726,0.0,0.0,1.0,0.1866079419851303
18,2396.5327653884888,0.08455516098998488,0.0,0.0,1.0,0.18589076399803162
19,2949.696919441223,0.08346629776060581,0.0,0.1599999964237213,1.0,0.1851763129234314
20,2220.5870337486267,0.0855886628292501,0.0,0.0,1.0,0.18446458876132965
21,1590.0782685279846,0.08602521328255534,0.0,0.0,0.9,0.18375557661056519
22,1858.5574927330017,0.08349599829874933,0.0,0.14000000059604645,1.0,0.1830492615699768
23,2206.874665260315,0.08451825756579638,0.0,0.0,1.0,0.1823459267616272
24,2226.5008845329285,0.08316450792364777,0.0,0.0024999999441206455,0.9,0.1816452592611313
25,2248.9214029312134,0.08332314563915133,0.0,0.0,1.0,0.18094725906848907
26,2102.3902711868286,0.08432020680047572,0.0,0.0,1.0,0.18025191128253937
27,2156.856082201004,0.08426948602311313,0.0,0.0,1.0,0.17955921590328217
28,2274.079113483429,0.08146659365855158,0.18000000715255737,0.18000000715255737,1.0,0.17886914312839508
29,2563.1171259880066,0.0835400320123881,0.0,0.0,1.0,0.17818167805671692
30,2332.5830760002136,0.0842538716364652,0.0,0.0,0.9,0.1774968057870865
31,1616.1023370027542,0.08452149515971541,0.019999999552965164,0.019999999552965164,1.0,0.1768145114183426
32,2222.0533413887024,0.08535913051106035,0.0,0.0,0.9,0.17613501846790314
33,1798.205224275589,0.08259780877269804,0.0,0.0,1.0,0.17545826733112335
34,2340.4330685138702,0.08474647110328078,0.0,0.002222222276031971,1.0,0.1747840791940689
35,1806.3103528022766,0.08145223622210324,0.0,0.0,0.9,0.17411242425441742
36,2740.474817276001,0.08401925249956549,0.0,0.0,1.0,0.1734432876110077
37,2193.7503638267517,0.08362255768850446,0.0,0.0,1.0,0.17277665436267853
38,2213.147641658783,0.08270950014702975,0.0,0.0,1.0,0.17211250960826874
39,2193.3204538822174,0.08462814938277007,0.0,0.0,1.0,0.1714508980512619
40,3057.3551545143127,0.08396243364550174,0.0,0.0,0.9,0.17079220712184906
41,1777.7120447158813,0.08540104357525706,0.0,0.0,0.9,0.1701359748840332
42,1673.182618379593,0.0844278185069561,0.0,0.0,0.9,0.16948218643665314
43,2558.1699771881104,0.082188180712983,0.0,0.0,1.0,0.16883082687854767
44,2311.058958530426,0.08428694465197623,0.0,0.0,1.0,0.1681818813085556
45,2134.460723876953,0.08109072433784605,0.0,0.11999999731779099,1.0,0.16753531992435455
46,1871.1991078853607,0.08393463173881173,0.0,0.0,1.0,0.16689158976078033
47,2811.744760990143,0.08387159390375018,0.0,0.0,1.0,0.16625039279460907
48,2204.907393693924,0.08693245323374868,0.0,0.10000000149011612,1.0,0.16561155021190643
49,1835.562054157257,0.0866367883514613,0.0,0.0,1.0,0.16497504711151123
50,1855.493275642395,0.08742206164635719,0.019999999552965164,0.029999999329447746,1.0,0.16434088349342346
51,2120.1119232177734,0.0905816692020744,0.0,0.0,1.0,0.16370907425880432
52,2224.4875378608704,0.0824258733727038,0.0,0.0,0.9,0.16308020055294037
53,2916.9084191322327,0.08462486744858325,0.0,0.0,1.0,0.16245360672473907
54,2538.328063249588,0.08469847744330763,0.0,0.0,1.0,0.16182929277420044
55,2272.9443731307983,0.08399418912362307,0.0,0.0,1.0,0.16120722889900208
56,2736.2170927524567,0.0842691975645721,0.0,0.0,1.0,0.16058741509914398
57,2169.52836894989,0.08178388946689666,0.0,0.0,1.0,0.1599705070257187
58,2288.477942943573,0.08306687231175601,0.0,0.0,1.0,0.15935589373111725
59,2053.1579682826996,0.08330250713974237,0.0,0.0,1.0,0.1587434858083725
60,2066.8242490291595,0.0823884692043066,0.0,0.0,1.0,0.15813325345516205
61,2458.449963569641,0.08285885388031602,0.0,0.0,1.0,0.15752528607845306
62,2287.192211151123,0.0813931389246136,0.0,0.0,1.0,0.15692020952701569
63,2533.551351547241,0.08230574029497802,0.0,0.0,1.0,0.15631727874279022
64,2266.183931827545,0.08288048565387726,0.0,0.0,1.0,0.15571647882461548
65,1601.6278882026672,0.08358407617546618,0.0,0.0,0.9,0.15511777997016907
